名字,价格,每平米价格,间数,面积,层号,年份,经纪人,地址
恒丰理想城急售简装繁华地段交通便利,66万,7586元/m²,2室2厅,87m²,中层(共17层),2015年建造,孙世燕,恒丰理想城                 桃城-桃城-大庆西路
绿叶优选 万和峰景精装2室 南北通透 老证 过户费低 老证,80万,8791元/m²,2室2厅,91m²,中层(共22层),2008年建造,张立新,万和峰景                 桃城-桃城-站前西路889号
人民公园对面农行家属院，93平3室，老证可贷款，户型方正,78万,8387元/m²,3室2厅,93m²,低层(共6层),2002年建造,焦灵芳,农行家属院                 桃城-桃城-红旗大街68号
绿叶房产首付低 前进街小学宝云小区2室99平 3楼带小房老证,82万,8282元/m²,2室2厅,99m²,中层(共6层),2006年建造,王磊,宝云小区                 桃城-桃城-宝云大街
XB2347前进街市环保局100平3室3楼豪装带车库90万,90万,9000元/m²,3室2厅,100m²,中层(共6层),2004年建造,薛凤霞,衡水市环保局住宅楼                 桃城-桃城-自强街534号
977通衢苑3室2厅精装证齐,105.8万,9618元/m²,3室2厅,110m²,高层(共16层),2013年建造,张新,通衢苑                 桃城-桃城-榕花北大街
城市花园一楼+豪华装修+三室两厅两卫,62万,4920元/m²,3室2厅,126m²,低层(共6层),2008年建造,高文爽,当代城市花园                 枣强-枣强-花园路
和平路 安华园  四室两厅 精装老证,117.5万,8010元/m²,4室2厅,146m²,高层(共6层),2002年建造,王芳,安华园                 桃城-桃城-和平路
旭日优选橄榄城好楼层精致户型温馨三居南北通透证齐,137万,10148元/m²,3室2厅,135m²,高层(共28层),2013年建造,魏文轩,橄榄城                 桃城-桃城-胜利西路
绿叶推 荐前进街恒丰理想城北北斗星城  南北通透,52万,7647元/m²,2室2厅,68m²,中层(共16层),2018年建造,王猛,北斗星城                 桃城-桃城-前进北大街
绿叶优选 紫金花园精装3室2厅 带15平小房 有证能贷款,110万,10232元/m²,3室2厅,107m²,中层(共26层),2014年建造,张立新,紫金花园                 桃城-桃城-自强街
桃城区盛世桃城精装修13/27层有证可贷款带小房售价102万,102万,10625元/m²,2室2厅,96m²,中层(共27层),2012年建造,杜红梅,盛世桃城                 桃城-桃城-庆丰南街
前进大街丽景福苑90平2室精装证齐全天采光泰华物业品质保证,106万,11777元/m²,2室2厅,90m²,中层(共23层),2015年建造,杨兰琴,丽景福苑                 开发区-开发区-南环西路
和平嘉园，129.65平米，毛坯，带车库34.45平米，储间,139万,10721元/m²,3室2厅,129m²,低层(共6层),2016年建造,赵文荣,和平嘉园                 桃城-桃城-问津街
绿叶房产优选  恒大城  精装修,105万,11413元/m²,2室2厅,92m²,中层(共33层),2015年建造,李雄伟,恒大城                 开发区-开发区-顺兴街
绿叶优选 恒大城花园观景三居室！精装未住，单价低！,109万,10380元/m²,3室2厅,105m²,低层(共32层),2017年建造,修丽佳,恒大城                 开发区-开发区-顺兴街
1263牛佐小学附近温馨两居南北通透精装修有证可贷款,70万,8235元/m²,2室2厅,85m²,高层(共6层),2011年建造,魏文轩,和平嘉园                 桃城-桃城-问津街
绿叶优选东户胜景 精装南北两居 采光好 格局好 老证,63万,8400元/m²,2室2厅,75m²,中层(共6层),2012年建造,李志刚,东湖胜景                 桃城-桃城-红旗大街
滨湖国际3室2厅   110.9平  11/33  包改名,69万,6221元/m²,3室2厅,110m²,低层(共33层),2017年建造,丛丽英,滨湖国际                 桃城-桃城-红旗大街
腾达新城3室  105平   有证带小房   南北通透,88万,8380元/m²,3室1厅,105m²,中层(共27层),2014年建造,丛丽英,腾达新城                 桃城-桃城-永兴西路1568号
泰华未来城3室2厅次顶层可贷款47万,90万,7874元/m²,3室2厅,114m²,高层(共28层),2017年建造,王伟,泰华未来城                 桃城-桃城-大庆东路
绿叶优选 达观天下 精装2室 好楼层 带家具家电 带小房,68万,8395元/m²,2室2厅,81m²,高层(共18层),2010年建造,张立新,达观天下                 桃城-桃城-永兴西路
德仁171紫金花园2室2厅94平带小房南北通透繁华地段,90万,9574元/m²,2室2厅,94m²,低层(共25层),2012年建造,孙鹏飞,紫金花园                 桃城-桃城-自强街
精信博雅园电梯好房子！南北通透！毛坯！首付16万老证！带小房,79万,8777元/m²,2室2厅,90m²,高层(共17层),2014年建造,赵聪,精信博雅园                 桃城-桃城-大庆西路
1034兴农嘉园3室1厅新证,78万,7409元/m²,3室1厅,105m²,中层(共6层),2010年建造,张新,兴农嘉园                 桃城-桃城-京衡南大街
XB前进街广播局家属院124平3室2厅4楼带大面积小房96万,96万,7741元/m²,3室2厅,124m²,中层(共6层),2003年建造,薛凤霞,广电局住宅楼                 桃城-桃城-红旗大街
XB前进街广播局家属院124平3室2厅4楼带大面积小房96万,96万,7741元/m²,3室2厅,124m²,中层(共6层),2003年建造,薛凤霞,广电局住宅楼                 桃城-桃城-红旗大街
育才街桃城苑精装4楼三室两厅带小房15平135万,135万,10629元/m²,3室2厅,127m²,中层(共6层),2009年建造,孙玉茹,桃城苑小区                 桃城-桃城-育才南大街8号
绿叶优选恒大城 精装南北三居 格局好 采光好 可,140万,10769元/m²,3室2厅,130m²,高层(共33层),2016年建造,李志刚,恒大城                 开发区-开发区-顺兴街
爱特附近御园小区55平2室1厅13楼纯阳面精装41.8万,41.8万,7600元/m²,2室1厅,55m²,高层(共19层),2014年建造,薛凤霞,御园小区                 桃城-桃城-和平西路
广厦上城 三室两厅一卫 中装 带小房 南北通透,140万,11200元/m²,3室2厅,125m²,中层(共30层),2013年建造,高玲玲,广厦上城                 桃城-桃城-育才街
急售复明眼科附近泰华名邸一室一厅简装有证可贷款,43万,10505元/m²,1室1厅,40m²,高层(共27层),2013年建造,赵华,泰华名邸                 桃城-桃城-河阳西路689号
腾达新城96平3室中层精装修房主用钱忍痛出售老证,75万,7812元/m²,3室2厅,96m²,中层(共6层),2010年建造,杨兰琴,腾达新城                 桃城-桃城-永兴西路1568号
旭日优推  紫金花园 94平 2室2厅  精装修  带小房,90万,9574元/m²,2室2厅,94m²,低层(共25层),2012年建造,李春光,紫金花园                 桃城-桃城-自强街
绿叶 恒大城10号楼观景房超大楼间距采光充足可望到衡水湖,105万,10937元/m²,2室2厅,96m²,中层(共33层),2013年建造,张立新,恒大城                 开发区-开发区-顺兴街
绿叶推 荐胜利路丽景名都东广厦家园 南北通透 老证 首付低,66.5万,6855元/m²,2室2厅,97m²,高层(共6层),2005年建造,王猛,广厦家园                 桃城-桃城-永兴西路888号
太.阳城二院 丽景名郡 带车库储藏间 老证 113平125万,125万,11061元/m²,3室2厅,113m²,中层(共6层),2010年建造,代乐,丽景名郡                 桃城-桃城-京衡南大街
绿叶优选 明珠花园精装3室 明珠花园首付23万 老证 带小房,82.5万,8088元/m²,3室1厅,102m²,高层(共6层),2006年建造,张立新,明珠花园                 桃城-桃城-和平西路1661号
和平西路怡园小区3室1厅97平老证带小房66万,66万,6804元/m²,3室1厅,97m²,高层(共6层),2008年建造,史雷,怡园小区                 桃城-桃城-和平西路
绿叶房产 永安路小学对过 盛世华庭2室95平 精装带小院老证,81.8万,8610元/m²,2室2厅,95m²,低层(共6层),2008年建造,王磊,盛世华庭                 桃城-桃城-榕花北大街
旭日优推 中华大街大庆路水泥厂  3室1厅 82平,42.8万,5219元/m²,3室1厅,82m²,高层(共6层),2002年建造,李春光,水泥厂家属院                 桃城-桃城-站北东路221号
文联家属院 三室精装修 送小房车库 05年外墙涂料 随时看房,106万,8217元/m²,3室2厅,129m²,共5层,2005年建造,焦灵芳,文联家属院                 桃城-桃城-人民西路1581号
绿叶推 荐和平路中和盛景北家属院 南北通透 首付低 随时看房,38.8万,5542元/m²,3室1厅,70m²,共5层,2002年建造,王猛,纪检会家属院                 桃城-桃城-胜利西路598号
泰华丽景福苑精装带小房赠家具家电楼层好可贷款,108万,12000元/m²,2室2厅,90m²,高层(共27层),2015年建造,魏世超,丽景福苑                 开发区-开发区-南环西路
恒丰理想城128平108万3室2厅2卫现房精装可贷款只此一套,108万,8503元/m²,3室2厅,127m²,低层(共33层),2015年建造,孙灵海,恒丰理想城                 桃城-桃城-大庆西路
此房带车库，交通便利，环境好,42万,3818元/m²,3室2厅,110m²,共5层,2012年建造,吴平,帝景城                 枣强-枣强-花园路
学府佳苑小高层急售125平三室两厅,118万,9440元/m²,3室2厅,125m²,高层(共11层),2017年建造,孙玉茹,学府佳苑                 开发区-开发区-隆兴路
绿叶达观天下81平2室2厅精装有证可贷款纯阳面好楼层68万,68万,8395元/m²,2室2厅,81m²,高层(共18层),2015年建造,张晓青,达观天下                 桃城-桃城-永兴西路
怡然城 水榭花都 3室精装 有证 中华街小学 吉美超市,150万,13157元/m²,3室2厅,114m²,高层(共27层),2017年建造,赵万桥,泰达水榭花都                 桃城-桃城-中心北大街
锦湖公寓  地理位置佳  采光好  电梯洋房,76万,7916元/m²,2室2厅,96m²,中层(共26层),2015年建造,陈维维,"锦湖公寓                 冀州-冀州-信都西路,近建设南大街"
五院附近永兴路宝云街卫生局家属4楼110平三室两厅老证,82万,7454元/m²,3室2厅,110m²,低层(共16层),2006年建造,马烨,"市卫生局住宅楼                 桃城-桃城-康泰街,近永兴西路"
单价九千多，中华公园附近，精装两室电梯房，证齐可贷款，带小房,91.8万,9663元/m²,2室2厅,95m²,高层(共24层),2014年建造,王文吉,卡纳湾                 桃城-桃城-中华南大街
此房带储藏间一个，地理位置好,40万,4597元/m²,2室2厅,87m²,高层(共17层),2016年建造,吴平,新天地                 枣强-枣强-中华东街
绿叶 靓景名居老证带小房！南北两居室，单价超低！仅此一套！,92万,9892元/m²,2室2厅,93m²,中层(共19层),2013年建造,修丽佳,靓景名居(一期)                 桃城-桃城-新华东路810号
东泰两室一厅全款46万采光好，电梯洋房,46万,6052元/m²,2室1厅,76m²,中层(共18层),2015年建造,陈维维,东泰滨湖公寓                 冀州-冀州-竹林大街
尚品林溪2室2厅  95平   带小房  包改名  首付36,74万,7789元/m²,2室2厅,95m²,中层(共26层),2016年建造,丛丽英,尚品林溪                 桃城-桃城-人民西路
滏兴国际小高层6楼三室两厅两卫125.8万,125.8万,10145元/m²,3室2厅,124m²,中层(共11层),2014年建造,孙玉茹,滏兴国际园                 桃城-桃城-榕花大街
高铁附近香榭丽都两室一厅一卫精装南北通透户型好,83万,9021元/m²,2室1厅,92m²,高层(共18层),2014年建造,董海燕,香榭丽都                 桃城-桃城-大庆西路
富乐优选香榭丽都两室两厅全阳户型精装修未住,83万,9880元/m²,2室2厅,84m²,低层(共24层),2016年建造,王芳,香榭丽都                 桃城-桃城-大庆西路
绿叶优选 泰华依云湾  南北大三居，采光好可贷款 详情致电,123万,10250元/m²,3室2厅,120m²,中层(共26层),2013年建造,尚岩,依云湾                 桃城-桃城-和平东路
绿叶房产优选   盛世华庭一起  精装修,77万,8171元/m²,2室2厅,94m²,中层(共6层),2010年建造,李雄伟,盛世华庭                 桃城-桃城-榕花北大街
大陆*小高层复式楼精装未住306平9室送车位老证214万,260万,8496元/m²,9室2厅,306m²,高层(共13层),2012年建造,薛凤霞,大陆裕丰小区                 桃城-桃城-人民西路818号
上海公馆二期现房小两居明室明厅毛坯,51万,8500元/m²,2室1厅,60m²,高层(共26层),2016年建造,郭彩霞,上海公馆                 桃城-桃城-大庆西路
旭日优选和平嘉园电梯房温馨两居上学方便有证可贷款,95万,10215元/m²,3室1厅,93m²,低层(共18层),2012年建造,魏文轩,和平嘉园                 桃城-桃城-问津街
前进街小学附近丽景福苑三室两厅精装南北通透有证可贷款带车位,145万,12083元/m²,4室2厅,120m²,低层(共18层),2012年建造,赵华,丽景福苑                 开发区-开发区-南环西路
凤凰城90平两室现房有证可贷款77万,77万,8555元/m²,2室2厅,90m²,中层(共18层),2015年建造,李岭岭,弘瀚凤凰城                 桃城-桃城-大庆东路
滏星国际六楼124平简装三室两厅两卫120万,120万,9677元/m²,3室2厅,124m²,中层(共17层),2013年建造,李岭岭,滏兴国际园                 桃城-桃城-榕花大街
红旗大街人民路 休闲广场旁 豪华社区 汇中家天下 无过户费,165万,11785元/m²,3室2厅,140m²,高层(共33层),2015年建造,韩广海,汇中家天下                 桃城-桃城-新华东路88号
前进街学院西区新盾小区精装大产权南北通透交通便利,68.8万,7644元/m²,3室1厅,90m²,中层(共6层),2000年建造,孙世燕,新盾小区                 开发区-开发区-前进南大街
绿叶优选 盛世桃城中间楼层 精装3室 带小房 带家具家电,102万,10625元/m²,2室2厅,96m²,中层(共27层),2012年建造,张立新,盛世桃城                 桃城-桃城-庆丰南街
怡然城后身天鸿尚都6楼 100平3室2厅102.8万证齐精装,102.8万,10280元/m²,3室2厅,100m²,中层(共17层),2008年建造,张丽娟,天鸿尚都                 桃城-桃城-利民路
